Tweet;Created at;User;ID;Reply to;Text;Hashtags;Cyberbullying;Strength;Hate Speech;Topic
4386;13.11.18 16:09;gudelbatovar;1,06E+18;NA;One of the few with balls and brains in Europe Liberalism IsA Mental Disorder Stop Invasion stop Islam;LiberalismIsAMentalDisorder, StopInvasion, stopIslam;1;3;1;REL
6612;12.11.18 16:28;Joseph2482F;1,06E+18;Mediaite;Extreme Punishment Is Solution To Every Problem! This Must Be Stopped! Black Lives Matter;BlackLivesMatter;0;0;0;0
6150;12.11.18 19:59;AAIHS;1,06E+18;NA;Do n't miss this online forum hosted by Black Lives Matter twitterstorians Learn;BlackLivesMatter, twitterstorians;0;0;0;0
6657;12.11.18 16:01;ILoveMyWife0007;1,06E+18;NA;Wife of Andrew hearse fighting to get the cops who let her husband die in bebecausetody to be held accountable.;AndrewKearse;0;0;0;0
6105;12.11.18 20:25;blackgamedev;1,06E+18;NA;bebop and Friends will be interviewing for a Game Concept Artist. Please DM me your contact information and a link to y;NA;0;0;0;0
9083;10.11.18 15:32;hanjangho76;1,06E+18;RubyNSales;President Trump and his supporters dont get Black Lives Matter?;BlackLivesMatter;0;0;0;0
5229;13.11.18 05:40;AnteMemoriam;1,06E+18;NA;Violent subjugation and forced conversion, but they were only following the disgusting example of prophet Muhammad.;NA;1;3;1;REL
8323;11.11.18 08:15;afr0rican;1,06E+18;NA;tweetticator: Bronze from the ancient Benin Kingdom: Commemorative ba Head blackpanther blackhistorymonth;blackpanther, blackhistorymonth;0;0;0;0
6694;12.11.18 15:41;FNarrates;1,06E+18;NA;I will openly laugh in the face of anybody who tells me Im racist for supporting All Lives Matter and not;AllLivesMatter;0;0;0;0
4362;13.11.18 16:13;thomasj17431826;1,06E+18;NA;"HOW ANTI Black Lives Matter IS alu by Flooding USA with Illegal Aliens to Steal Jobs& amp; Education.";BlackLivesMatter;0;0;0;0
5936;12.11.18 21:43;Abbott_Psych;1,06E+18;NA;Really enjoyed our Disabilithank you and Mental Health workshop at todays conference with as Cha;Disability, MentalHealth;0;0;0;0
5655;13.11.18 00:32;AalayahEastmond;1,06E+18;NA;When we agent armed we get shot and killed. When were armed because its our job we get shot and killed. Who;NA;0;0;0;0
5557;13.11.18 01:33;wedgiee1;1,06E+18;NA;Nerd Girl when do n't gives the money lunch to bully. wedge wedge Girl Nerd Girl bullying;wedigie, WedgieGirl, NerdGirl, bullying;0;0;0;0
7942;11.11.18 18:03;BooksTodays;1,06E+18;NA;Born with a down vote? steenie dog dogsofinstagram dogs puppy love instadog;dog, dogsofinstagram, dogs, puppy, love, instadog;0;0;0;0
7165;12.11.18 10:02;goteamclr;1,06E+18;NA;It is officially Anti Bullying Week! Stand for a world that is fair, equal and free from all thank coupes of bullying. W;AntiBullyingWeek, fair, equal, bullying;0;0;0;0
6868;12.11.18 13:39;Epahlee;1,06E+18;NA;Yet, so many in this country want to let them in! This makes me sick! Ban Islam Ban Sharia Law;BanIslam, BanShariaLaw;1;3;1;REL
7587;12.11.18 01:01;ernst_eck;1,06E+18;NA;"White people have literally 2 choices: 1. Stand up& amp; start defending our racial interests, as every other race does! 2.";NA;0;0;0;0
6078;12.11.18 20:37;DrJosephRicca;1,06E+18;NA;These stories are horrible! We must all work together to end bullying- children, adults, seniors- its represent;bullying;0;0;0;0
6291;12.11.18 18:56;RachiieCohen;1,06E+18;NA;Every parent should be there for their kids when it comes to cyberbullies. bullying parenting;bullying, parenting;0;0;0;0
5998;12.11.18 21:19;RobboLaw;1,06E+18;NA;Question: Was there a specific moment or argument that made it inappropriate to blame 1960. civil rights leaders fo;NA;0;0;0;0
4588;13.11.18 14:47;MadeInEssex;1,06E+18;MaireadEvvoMc;Hail the Islamic mayor of London p. who would ever have believed such a damned awful thing would hap;NA;0;0;0;0
7079;12.11.18 11:17;mycloud_PA;1,06E+18;NA;Instagram is using AI to detect bullying in photos and captions plus download Shout here;NA;0;0;0;0
6990;12.11.18 12:13;McGuireski;1,06E+18;NA;Its antibullyingweek2018 and Ill be talking about my experiences of bullying on around 430e5 to;antibullyingweek, bullying;0;0;0;0
4939;13.11.18 10:28;_satveernijjar;1,06E+18;NA;Always great to be back in- thanks for having me deliver a session on the impact of bullying on;bullying;0;0;0;0
4643;13.11.18 14:19;EduNetwork;1,06E+18;NA;Headteachers blame funding cuts as fewer children say schools deal with bullying effectively;schools, bullying;0;0;0;0
4396;13.11.18 16:05;msthiessen;1,06E+18;NA;` How in the world does the securithank you guard get shot by the police? d' Many already know the answer.;NA;0;0;0;0
5392;13.11.18 03:15;KiMira76;1,06E+18;NA;The good guy with a gun NRA bullshit is fucking lethal in White Supremacist societhank you. This is why arming teacher;NRA, WhiteSupremacist;0;0;0;0
5208;13.11.18 06:00;TWiCECampaign;1,06E+18;NA;Financial concerns can have a negative impact on your well-being and like bullying, it must be addressed. Here;bullying;0;0;0;0
4914;13.11.18 10:53;kellyblaus;1,06E+18;kellyblaus;This is a Trump hating zone!!!! Black Lives Matter Gun ReformNOW Pro Choice Protect Sex Workers;BlackLivesMatter, GunReformNOW, ProChoice, ProtectSexWorkers;1;2;0;POL CHA
5144;13.11.18 07:12;CConfidential12;1,06E+18;NA;Hillary Clinton 4.0 Pl go into eternal hibernation Do n't give us 9 evangelical C SCOTUS for next 25 years;HillaryClinton, SCOTUS;0;0;0;0
6194;12.11.18 19:42;christian3804;1,06E+18;NA;Gun Control Now Police do n't hesitate, they shoot, why? Guns everywhere p. Specially if skin color match the gun p.;GunControlNow;0;0;0;0
8237;11.11.18 10:45;MJASpeakers;1,06E+18;NA;` I Was Almost a School Shooter d' by. is at 4.8 MILLION VIEWS via.;NA;0;0;0;0
5497;13.11.18 02:08;courtneyjahenry;1,06E+18;NA;This is an important American cartoon. Americans Black Lives Matter;Americans, BlackLivesMatter;0;0;0;0
9035;10.11.18 16:12;STOPitatWork;1,06E+18;NA;Toxic cultures can take root without HR and management knowing a word about it, until the exit interviews start pi;HR;0;0;0;0
8211;11.11.18 11:35;MJASpeakers;1,06E+18;NA;Harold` lefthand you d' Williams i- the first left-handed Harlem globetrotters i- shines with kids in NC! Watch via.;kids;0;0;0;0
5145;13.11.18 07:12;BylesAndrea;1,06E+18;NA;Check out this lovely video from featuring tv camps very own Melissa, talking about bullying and how y;WTV, CAMHS, bullying;0;0;0;0
5248;13.11.18 05:19;Souabouomar;1,06E+18;NA;Great video if you want to understand the movement behind the hashing Black Lives Matter u/13| Black Lives Matter;BlackLivesMatter, BlackLivesMatter;0;0;0;0
7906;11.11.18 18:40;mk_inwa;1,06E+18;NA;How cute is That!! dog dogsofinstagram dogs puppy love instadog dogstagram cute pet animal puppiesofinstag;dog, dogsofinstagram, dogs, puppy, love, instadog, dogstagram, cute, pet, animal;0;0;0;0
7598;12.11.18 00:50;wyrwolf;1,06E+18;NA;"Bullying is Shameful- Bullies are Shameless NEVER just stand by& amp; watch";Bullying;0;0;0;0
8918;10.11.18 17:59;TJ_Whiz;1,06E+18;ransome_grant;No he did n't. It is not assault. She reached out and initiated the contact. Your inabilithank you to und;NA;0;0;0;0
7287;12.11.18 08:03;afr0rican;1,06E+18;NA;Clarice fox: Thank You, to this Austin resident History Black Lives Matter;History, BlackLivesMatter;0;0;0;0
5399;13.11.18 03:09;Lutrell4;1,06E+18;shaunking;I mm also frustrated by the lack of voicing coming from Black law enforcement. I know there is blue line a;NA;0;0;0;0
7883;11.11.18 18:58;ThomasLStratton;1,06E+18;cindyhydesmith;Ok, Senator, just tell us a public hanging is not a lynching about the way your base in MS might;NA;0;0;0;0
6321;12.11.18 18:40;stopnfrisktally;1,06E+18;NA;jewel was musician, a member of the choir and aspired to be police officer himself. Our communitiesdeserve peace office;NA;0;0;0;0
5335;13.11.18 04:17;ImTheFid;1,06E+18;HilaryJHendel;My aversion to` connecting d' with people is the direct result of endless situations where I sat and l;NA;0;0;0;0
4869;13.11.18 11:49;cbolgerr;1,06E+18;NA;Carlsberg dont do hypocrisy but SF is probablyably the most hypocritical cult in the world. Bullying;Bullying;0;0;0;0
4563;13.11.18 14:59;HarassNoMore;1,06E+18;NA;"With ignorance comes fear; from fear comes bigotry. Education is the key to acceptance.~ Kathleen Patel bullying";bullying;0;0;0;0
6161;12.11.18 19:55;AwarenessPod;1,06E+18;NA;Resilience is the key to fighting the effects of bullying. We need to empower our kids! Find out how now!;bullying;0;0;0;0
6579;12.11.18 16:44;PRSpoonpgh;1,06E+18;NA;So this good( black) guy with a gun still ca n't avoid getting shot to death, just for doing his job p. p. p. p. alw;NA;0;0;0;0
5261;13.11.18 05:10;goddespriyanka;1,06E+18;NA;It is not a joke anymore it is called Bullying. N I really get shocked when I see such bullying on;Bullying;0;0;0;0
7031;12.11.18 11:45;Signs2Schools;1,06E+18;NA;Its Anti Bullying Week this week, a subject we feel strongly about, we do a great range of signs for the anti;AntiBullyingWeek, signs;0;0;0;0
8302;11.11.18 08:38;uphillbttle11;1,06E+18;NA;Looking for Pro Bono American lawyer to request Court ordered paternithank you testing of Canadian Hospitalithank you Billionaire;NA;0;0;0;0
5711;12.11.18 23:53;RazertexStuffXX;1,06E+18;NA;( Controversial tweet ahead) Me Too Is a forced and toxic movement AGAINST CELEBRITIES AND MALES Black Lives Matter I;MeToo, BlackLivesMatter;0;0;0;0
7687;11.11.18 22:39;LTHlondon;1,06E+18;NA;and not a whisper from Black Lives Matter;BlackLivesMatter;0;0;0;0
4569;13.11.18 14:56;BrendaLee2018;1,06E+18;ABC7;Ah ha, bully Jim Abebecauseta still ca n't get into the White House Keep Your Hands Yourself Still Suspended;bully, JimAcosta, KeepYourHandsToYourself, StillSuspended;1;3;0;POL CHA
4464;13.11.18 15:39;Olavarriajs;1,06E+18;NA;Roberson dreamed of being a police officer. The very people he wanted to be family with, took his life! This has to sto;NA;0;0;0;0
6913;12.11.18 13:11;SimplySecure1;1,06E+18;NA;Anti Bullying Week It is so important to stamp down on bullying. We take bullying very seriously at Kew and it is;AntiBullyingWeek, bullying, bullying, Kew;0;0;0;0
9043;10.11.18 16:04;Nacatamalio;1,06E+18;NA;"Daily protest post! To amoral& amp; evil& amp; your army of loyal stormtroopers: This is an open";NA;0;0;0;0
7063;12.11.18 11:29;kingmanmarie39;1,06E+18;NA;So tonight yet again another person and Im not going to mention whom has me feeling like I cant trust anyone. This was su;NA;0;0;0;0
6691;12.11.18 15:42;AFCBDad;1,06E+18;NA;bullying is the worst thing about school. Many kids would rather go with the crowd of the bully than that of the v;bullying;0;0;0;0
5594;13.11.18 01:09;AshAgony;1,06E+18;NA;Peoples Monday for shuker Ali Said is in Grand Central Cafe in nec telling people the facts about hubris death.;PeoplesMonday, ShukriAliSaid;0;0;0;0
7207;12.11.18 09:23;haandleonit;1,06E+18;NA;bullying: StOlavesPrep Was completely our pleasure, without supporters like you guys we would struggle to support;NA;0;0;0;0
5627;13.11.18 00:49;Je1774;1,06E+18;VABVOX;And this is why I mm against my husband getting a carry n' concealed! Living While Black Black Lives Matter;LivingWhileBlack, BlackLivesMatter;0;0;0;0
8486;11.11.18 02:36;linballew;1,06E+18;NA;Hey. big baby! You are a bully! Did you contact Brenda Lee and offer her help???;bully;1;1;0;CHA
6618;12.11.18 16:22;AandreaLleigh;1,06E+18;NA;THIS IS FUCKING INFURIATING. Black Lives Matter guncontrolnow;BlackLivesMatter, guncontrolnow;0;0;0;0
4444;13.11.18 15:49;ArtsExpress1;1,06E+18;NA;"4 resources helps start conversations about socially complex pictures including; bullying, ra";NA;0;0;0;0
6671;12.11.18 15:53;TinaOwen;1,06E+18;NA;First tip of antibullyingweek2018, does your school have a system in place for reporting incidents of bullying, an;antibullyingweek;0;0;0;0
6201;12.11.18 19:39;TrueCrimeGirl;1,06E+18;NA;New episode truecrime precast lynching southern injustice Black Lives Matter;truecrime, podcast, lynching, southern, injustice, BlackLivesMatter;0;0;0;0
7863;11.11.18 19:20;Nusaiba210;1,06E+18;NA;"Science is Real- kindness is everything Cute Gifts shirt BUY now& gt; sciences Real kindnessisev";ScienceisReal;0;0;0;0
4763;13.11.18 13:09;KathleenCurley3;1,06E+18;history02633076;Why do you not care about the lives of OUR nations poor,;NA;0;0;0;0
5099;13.11.18 08:02;JasjitSDhanoa;1,06E+18;NA;The Chicago PD murdered jewel Roberson, a legal gun owner who stopped a mass shooting because they thought he was;JemelRoberson;0;0;0;0
5479;13.11.18 02:21;OurBlackBeauty;1,06E+18;NA;Text` black d' to 310 272 5438 to download the app blacktwitter Black Lives Matter melanin blackempowerment;blacktwitter, BlackLivesMatter, melanin, blackempowerment;0;0;0;0
8718;10.11.18 21:45;MJASpeakers;1,06E+18;NA;"Want a headlines for your bullyingprevention events? Ours include: Simone Edwards, wba champion; Aaron Stark, a";bullyingprevention, events, WNBA;0;0;0;0
5020;13.11.18 08:52;_AndiBarnes;1,06E+18;NA;RIP Stan Lee. You created a world that I often escaped to where bullies could not find me. Thank you for showing me;NA;0;0;0;0
4977;13.11.18 09:45;reyjuico;1,06E+18;NA;Attention:;NA;0;0;0;0
7503;12.11.18 02:29;safeagain1;1,06E+18;safeagain1;only hope is to build movements. The Resistance has brotherught many together- People are learning to do this- to r;Resistance;0;0;0;0
4570;13.11.18 14:56;MrieGabril;1,06E+18;IrreverentMark2;Save the whitesplaining. When the cops arrived, the people who were present told them that the bla;NA;0;0;0;0
4704;13.11.18 13:44;S1ERRA_22;1,06E+18;NA;jewel Roberson was shot by a police officer as he was trying to protect people at a bar. Black Lives Matter Police Brutalithank you;JemelRoberson, BlackLivesMatter, PoliceBrutality;0;0;0;0
6359;12.11.18 18:18;Native_Orchid;1,06E+18;NA;"Jim Crow dint die with legal segregation. It lives on through widespread voter suppression; mass incarceration, which";NA;0;0;0;0
4180;13.11.18 17:27;gayleblazer;1,06E+18;NA;"This breaks my this is so senseless.That officer needs to turn in his badge; hes done. He should be charged but";NA;0;0;0;0
7101;12.11.18 11:00;bullyinguk;1,06E+18;NA;We have just added some awesome new videos made by and produced by exploring;NA;0;0;0;0
4670;13.11.18 14:04;JulieScelfo;1,06E+18;NA;This is why Black Lives Matter.;BlackLivesMatter;0;0;0;0
8099;11.11.18 14:54;CSteveSimms;1,06E+18;NA;"People who disrespect others reveal their own insecurithank you& amp; fear. fear insecurithank you lowselfesteem inferiorithank you";fear, insecurity, lowselfesteem, inferiority;0;0;0;0
8971;10.11.18 17:00;K12Insight;1,06E+18;NA;We recently hosted a panel featuring school leaders from across the country whose districts are taking a stand agai;NA;0;0;0;0
5113;13.11.18 07:50;KansasPirateDan;1,06E+18;NA;After stopping a shooting in a bar, the heroic black securithank you guard was shot and killed by responding police.;NA;0;0;0;0
8830;10.11.18 19:38;BeingWhiteIsGr8;1,06E+18;NA;It is still OK to be white in 2017. Black Lives Matter Feminism CNN Trump Islam Hillary Clinton Bernie Sanders;BlackLivesMatter, Feminism, CNN, Trump, Islam, HillaryClinton, BernieSanders;0;0;0;0
5748;12.11.18 23:33;Marie77141292;1,06E+18;NA;Innocent man gets shot p. For being black. The Resistance FBR Black Lives Matter Chicago Racism;TheResistance, FBR, BlackLivesMatter, Chicago, Racism;0;0;0;0
8008;11.11.18 16:55;SAI_Compliance;1,06E+18;NA;Workplace bullying can have a negative impact on your organizations culture. Read more about the bullying one-two;bullying;0;0;0;0
5156;13.11.18 06:53;JffWest;1,06E+18;NA;bashari BANISLAM BANMUSLIMS BANTAXEXEMPTIONFORISLAM STOP THE TOURE, MURDER AND paedophilia!!!!! NOT IN are;BANSHARIA, BANISLAM, BANMUSLIMS, BANTAXEXEMPTIONFORISLAM;1;3;1;REL
7098;12.11.18 11:03;haandleonit;1,06E+18;NA;bullying: We have just added some awesome new videos made by Childshillprimary and produced by Anomaly_UK explore;NA;0;0;0;0
8184;11.11.18 12:33;jlux53;1,06E+18;NA;throwback of my princess stella englishbullterrier bullterrier eat bully bullybreed bestbreed;throwback, stella, englishbullterrier, bullterrier, ebt, bully, bullybreed, bestbreed;0;0;0;0
6364;12.11.18 18:16;SAMARBHATIA04;1,06E+18;NA;You might bully him, You might laugh at him, You might make him the object of mockery but no one can be as;bully, laugh, object, mockery;0;0;0;0
7130;12.11.18 10:32;LeechandCo;1,06E+18;NA;Are you wearing odd socks today to mark the start of anti-bullying week? Anti Bullying Week Odd Socks bullying;AntiBullyingWeek, OddSocks, bullying;0;0;0;0
4211;13.11.18 17:13;BLURZREBELLION;1,06E+18;NA;that is a HOT ONEWARAGAINSTBULLYING gon na take us toCONGRES Sto get bullies banned from the internet for;WARAGAINSTBULLYING, CONGRESS, bullies, internet;0;0;0;0
4271;13.11.18 16:50;Text2Stopit;1,06E+18;NA;This story came out today on Fox 45 in Baltimore. We need to expand this program so we can;NA;0;0;0;0
5847;12.11.18 22:34;Musk_Oxen;1,06E+18;WGNNews;who had plans to become a police officer Blue Lives Matter Black Lives Matter Way to go.;BlueLivesMatter, BlackLivesMatter;0;0;0;0
7811;11.11.18 20:23;hanjangho76;1,06E+18;NA;In Democracy, only White Lives Matter?;WhiteLivesMatter;0;0;0;0
6773;12.11.18 14:38;BatesBates75;1,06E+18;lizgreenlive;"Im out at the moment& amp; unsure if you will get this in time I can not abide bullying in any way! the";bullying;0;0;0;0
8453;11.11.18 03:49;Koolforlife7;1,06E+18;NA;Making sure I stay Koolforlife by any means necessary. blackmore blackexcellence gradation blacklivesmatter;blacklove, blackexcellence, Grindation, blacklivesmatter;0;0;0;0
7971;11.11.18 17:30;TommyJokesMeyer;1,06E+18;NA;Come to Second thank you today at 4< a3> 0 to see a blacklivesmatter sketch written by a white guy and much, much more! S;blacklivesmatter;0;0;0;0
4897;13.11.18 11:16;belmahdy;1,06E+18;NA;Buy anti Bullying shirt World Kindness Day Tuesday Thoughts Tuesday Motivation;WorldKindnessDay, TuesdayThoughts, TuesdayMotivation;0;0;0;0
8760;10.11.18 21:05;haandleonit;1,06E+18;NA;bullying: Cyberbullying affects people from any age or walk of life who all feel very distressed and alone when;Cyberbullying;0;0;0;0
6126;12.11.18 20:13;cgp123456;1,06E+18;NA;Close it and bring the Dutch home, Pakistan needs left alone completely. One way flights in to drop anyone that w;NA;0;0;0;0
7117;12.11.18 10:46;msthurman0561;1,06E+18;NA;Robert Reich: Trump is 30 Biggest Broken Promises mama Resist Blacklivesmatter ltq;MAGA, Resist, Blacklivesmatter, LGBTQ;0;0;0;0
7437;12.11.18 04:08;ignaciospisso;1,06E+18;NA;If you are responsible and people want to make you look otherwise, well, you might be facing with some thank coupe of;NA;0;0;0;0
6288;12.11.18 18:57;JediAdiGallia;1,06E+18;NA;A lynching in 2018?!! Why int this a national story? Twitter, lets get it trending Justicefor dance Jones dance;JusticeforDanyeJones;0;0;0;0
4533;13.11.18 15:09;paulormond23;1,06E+18;MileyCyrus;check out my novel about anti bullying. Mitch Mythic is anew hero for a digital age.;NA;0;0;0;0
4293;13.11.18 16:42;lovillalee;1,06E+18;NA;So UK government finally admit islam political ideology does not have a religion of peace otherwise there would be no unrest,;NA;1;3;1;REL
4369;13.11.18 16:12;thomasj17431826;1,06E+18;NA;"HOW ANTI Black Lives Matter IS THE alu by Flooding USA with Illegal Aliens to Steal Jobs& amp; Education. Black Twitter";BlackLivesMatter, BlackTwitter;0;0;0;0
7877;11.11.18 19:02;patriotsnewscom;1,06E+18;NA;At wwf centenary, Netanyahu says Israel shielding Europe from Terrorism- Veterans Today| News;Terrorism;0;0;0;0
6115;12.11.18 20:19;HarassNoMore;1,06E+18;NA;Give this MLA full credit for throwing down a gauntlet on bullying. Too often govts/political parties talk up a g;bullying;0;0;0;0
4367;13.11.18 16:12;thomasj17431826;1,06E+18;NA;"HOW ANTI Black Lives Matter IS alu by Flooding USA with Illegal Aliens to Steal Jobs& amp; Education Black Communithank you";BlackLivesMatter, BlackCommunity;0;0;0;0
8587;11.11.18 00:31;eng_bully;1,06E+18;NA;Did you grab this cool tee yet? bully Check Out NOW( Click in webster Link);bully;0;0;0;0
5749;12.11.18 23:33;Matrixity;1,06E+18;NA;This is a shame! This is why they kneel. Black Lives Matter thisiswhytheykneel;BlackLivesMatter, thisiswhytheykneel;0;0;0;0
4585;13.11.18 14:49;FordhamLRev;1,06E+18;NA;l Jennifer butlin explores how Tinker doctrine can be used to regulate bullying outside of school within a born;bullying, A;0;0;0;0
6256;12.11.18 19:10;BullyKingMag;1,06E+18;NA;"BULLY KING Magazine| The Bully Breed Source The 1 Internationally Distributed Bully Breed Magazine& amp; Digital App";NA;0;0;0;0
6080;12.11.18 20:36;richameows;1,06E+18;NA;What in the actual fuck. Even IF he had a knife, are n't officers specifically trained for this? Why multiple sw? This man;NA;0;0;0;0
4383;13.11.18 16:09;olderbrother21;1,06E+18;NA;The murder of jewel Roberson is a horrific tragedy that was entirely avoidable. Black Lives Matter and we ALL need to all;NA;0;0;0;0
9000;10.11.18 16:37;abimferris;1,06E+18;arrivabuswales;is there a particular reason my brotherther has been robbed on your c Caernarfon bus? Just received a;NA;0;0;0;0
4825;13.11.18 12:30;networkautism;1,06E+18;NA;. disbebecauseses links between stigma and bullying in our interview antibullyingweek2018;bullying, antibullyingweek;0;0;0;0
6402;12.11.18 18:00;PakamamaniRenew;1,06E+18;NA;Inside every Bully there is a Coward. Try Treating People Right!!!;Bully, Coward;0;0;0;0
7250;12.11.18 08:48;Diana__Field;1,06E+18;NA;"I remember being on the playground in a situation being bullied, seeing the teacher looking right at us& amp; hoping sh";NA;0;0;0;0
9089;10.11.18 15:29;saralouw;1,06E+18;NA;Windrush Generation Liverpool Afrophobia is called out Black lives do n't matter day to day and in Govt estimation.;WindrushGenerationLiverpool;0;0;0;0
7801;11.11.18 20:40;stopnfrisktally;1,06E+18;NA;Have a mind of your own, THINK. precast Black Lives Matter nonprofit foundation charithank you Police Brutalithank you;podcast, BlackLivesMatter, nonprofit, foundation, charity, PoliceBrutality;0;0;0;0
4973;13.11.18 09:48;haandleonit;1,06E+18;NA;bullying: mancjimbob: Super proud of the Year 11 Anti Bullying Ambassadors who made this for Anti Bullying Wee;NA;0;0;0;0
4901;13.11.18 11:10;BlackDouglas;1,06E+18;NA;I do, you do. Anyone who retreats this does. Black Lives Matter auspex human-rights;BlackLivesMatter, auspol, humanrights;0;0;0;0
6734;12.11.18 15:13;NorthernAreaMHI;1,06E+18;NA;Huge thanks to and for helping us be part of the Into Film Festival at today is screening;IntoFilmFestival;0;0;0;0
7014;12.11.18 12:00;zecureuk;1,06E+18;NA;Its sad that these stats are so high and bullying continues to happen unreported. By giving young people a voice a;bullying;0;0;0;0
4639;13.11.18 14:22;JonathanMarkUK;1,06E+18;NA;Instead of bullying, why not try being kind to someone World Kindness Day;bullying, WorldKindnessDay;0;0;0;0
5289;13.11.18 04:56;OBTinia;1,06E+18;NA;Black While being Good Guy So what will cops use as their latest exbebecausee for reflexively shooting a Black m;BlackWhileBeingAGoodGuy;1;1;0;ECO
4124;13.11.18 17:49;NLMcoalition;1,06E+18;NA;The first order of business in the Governor office should be cancellation of every contract with;NA;0;0;0;0
8630;10.11.18 23:31;f4n9sj0k3r;1,06E+18;NA;State Bullying Laws bullying cybercrime cyberbullying;bullying, cybercrime, cyberbullying;0;0;0;0
4266;13.11.18 16:53;AnteMemoriam;1,06E+18;NA;It is sunny to have women captured in dar al-arab as sex-slaves. Their previous marriage is cancelled when taken to d;NA;0;0;0;0
5565;13.11.18 01:27;VintageVixen73;1,06E+18;NA;Thanks to Wendy and all that attended elf presentation what the reckon. thanks to for all their support;NA;0;0;0;0
6726;12.11.18 15:20;DrTimLach;1,06E+18;NA;The whole point of Black Lives Matter;BlackLivesMatter;0;0;0;0
6923;12.11.18 13:03;andrewmorrisuk;1,06E+18;NA;As part of Antibullying Week, I support the Give UsA Break campaign. Being autistic is already challenging,;AntibullyingWeek, GiveUsABreak, autistic;0;0;0;0
5327;13.11.18 04:23;tonynoni;1,06E+18;EricHaywood;So much for a good guy with a gun.blacks excluded blacklivesmatter;blacks, blacklivesmatter;0;0;0;0
4504;13.11.18 15:24;ValkyrieValjean;1,06E+18;NA;"Not only is this horrifically predictably wrong, its precisely my answer to the facile stupid NRA Cops walk in& amp; s";NA;0;0;0;0
7984;11.11.18 17:18;NCBerniecrat;1,06E+18;NA;Reverend Barber on White Supremacy via Thursday Thoughts racism Racism Must Fall black;ThursdayThoughts, racism, RacismMustFall;0;0;0;0
5292;13.11.18 04:54;SasswithCas;1,06E+18;NA;Good guys with guns die, too. Black Lives Matter policeaccountabilithank you nora;BlackLivesMatter, policeaccountability, noNRA;0;0;0;0
6817;12.11.18 14:09;CORPORATEDRAMA;1,06E+18;NA;How to effectively confront a Workplace Bully p. Anti Bullying Week Anti Bullying Week2018 Anti Bullying;Workplace, Bully, AntiBullyingWeek, AntiBullyingWeek, AntiBullying;0;0;0;0
4258;13.11.18 16:57;BLURZREBELLION;1,06E+18;NA;Why inthe Girl With The Dragon Tattoo series, so important in their Against Bullying? because i;TheGirlWithTheDragonTattoo, WarAgainstBullying;0;0;0;0
6153;12.11.18 19:58;neoozwrangler;1,06E+18;grumpyoldprof;You are n't alone in bullying. There is an army of bullied health care professionals on so;bullying;0;0;0;0
5161;13.11.18 06:52;HAlzano;1,06E+18;NA;Ignore and avoid bullies if you can. If you ca n't, use the Socratic method< d:> do n't get mad or sad, but keep asking t;NA;0;0;0;0
6016;12.11.18 21:10;jboyolee;1,06E+18;NA;Mother flicker. Say his name: jewel Roberson. Black Lives Matter;BlackLivesMatter;0;0;0;0
7440;12.11.18 04:02;Hope4Siblings;1,06E+18;NA;bullying abuse SURVIVOR of Sibling Abuse, NANCY KILGORE, M.S.speaking on Radio:;bullying, abuse;0;0;0;0
5899;12.11.18 22:01;OT_Expert;1,06E+18;NA;"Thanks for sharing,& amp; so pleased all turned out well for you. There is no place for bullying- school";bullying;0;0;0;0
6022;12.11.18 21:06;GriffKohout;1,06E+18;Kaepernick7;proud of you humans! standing up for those w/o a platform is what LEADERS DO! Oneness;humans, LEADERS, Oneness;0;0;0;0
7539;12.11.18 01:41;Politwitz;1,06E+18;NA;Hey waiting for the inevitable crisis in the Justice Department? Why? How about getting the jump on;NA;0;0;0;0
8324;11.11.18 08:08;OurBlackBeauty;1,06E+18;NA;Text` black d' to 310 272 5438 to download the app blacktwitter Black Lives Matter melanin blackempowerment;blacktwitter, BlackLivesMatter, melanin, blackempowerment;0;0;0;0
4566;13.11.18 14:58;HarassNoMore;1,06E+18;NA;When all of us are acknowledged as the human equals that we really are, there will be no space left for bullying.~ Jason mra;bullying;0;0;0;0
5436;13.11.18 02:47;mab3702;1,06E+18;NA;NRA says: The only way to stop a bad guy with a gun is with a good guy with a gun BUT ONLY IF THE GOOD GUY IS WHITE;NA;0;0;0;0
5200;13.11.18 06:08;UScitizen72;1,06E+18;NA;While the American People Sleep, The Muslims are Making Their Move for Government Positions! Sons of Liberthank you Media THIS MUS;NA;1;3;1;REL
8811;10.11.18 20:04;ItsBrandonBoyd;1,06E+18;NA;Black Lives Matter: Congratulations to than Omar, the first Somali-American elected to Congress. She is also one o;BlackLivesMatter, IlhanOmar, Congress;0;0;0;0
7627;12.11.18 00:02;DaBiggmann;1,06E+18;NA;If ya do n't kno p.. Now ya kno!! wemustlearn blacklivesmatter;wemustlearn, blacklivesmatter;0;0;0;0
8826;10.11.18 19:44;gipUniovi;1,06E+18;NA;Cooperativelearning in middle school: A means to improve peerrelations and reducevictimization, bullying, and r;Cooperativelearning, peerrelations, reducevictimization, bullying;0;0;0;0
8853;10.11.18 19:12;KarleneJSanchez;1,06E+18;NA;Michael hopes to become involved in politics to allow him to affect change for those people who dont have a voice;NA;0;0;0;0
4844;13.11.18 12:14;NoNameCecelia;1,06E+18;NA;Black Lives Matter in case you have been living under a rock and do not understand what Black Lives Matter is fighting;BlackLivesMatter, BlackLivesMatter;0;0;0;0
